market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
美股,ABAC.NASDAQ,奥信天力,奥信天力,,,,"Renmin Tianli Group, Inc.",http://www.renmintianli-china.com,奥信天力集团有限公司（股票代码ABAC，以下简称“奥信天力”）前身是2010年7月20日于美国纳斯达克上市的天力农业技术有限公司。目前奥信天力已形成“产业运营、战略投资与并购、资本管理”三大业务引擎，通过战略性投资和选择性并购有价值的企业，更好的支持中国实体经济和中小企业发展，实现产业升级和技术升级，持续为社会和股东创造价值。,"Suite K, 12th Floor, Building A Jiangjing Mansion 228 Yanjiang Ave., Jiangan District Wuhan",,,,
美股,ABB.NYSE,阿西布朗勃法瑞,阿西布朗勃法瑞公司,,,阿西布朗勃法瑞有限责任公司,ABB Ltd.,http://www.abb.com,ABB是电力和自动化技术领域的领导厂商，集团位列全球500强企业，集团总部位于瑞士苏黎世。公司拥有广泛的产品线，包括全系列电力变压器和配电变压器，高、中、低压开关柜产品，交流和直流输配电系统，电力自动化系统，各种测量设备和传感器，实时控制和优化系统，机器人软硬件和仿真系统，高效节能的电机和传动系统，电力质量、转换和同步系统，保护电力系统安全的熔断和开关设备。这些产品已广泛应用于工业、商业、电力和公共事业中。,Affolternstrasse 44  Zurich,1988-12-31,2001-04-06,重型电气设备,
美股,ABBV.NYSE,艾伯维,艾伯维公司,,,艾伯维生物制药公司,"AbbVie, Inc.",http://www.abbvie.com,"AbbVie, Inc. is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products. It focuses on treating conditions such as chronic autoimmune diseases in rheumatology, gastroenterology, and dermatology; oncology, including blood cancers; virology, including hepatitis C virus (HCV) and human immunodeficiency virus (HIV); neurological disorders, such as Parkinson's disease; metabolic diseases, comprising thyroid disease and complications associated with cystic fibrosis; pain associated with endometriosis; and other serious health conditions. The company was founded on October 19, 2011 and is headquartered in North Chicago, IL.",1 North Waukegan Road  North Chicago,2012-04-10,2013-01-02,生物技术和制药,
美股,ABC.NYSE,美源伯根,美源伯根集团,,,美源伯根公司,AmerisourceBergen Corp.,http://www.amerisourcebergen.com,美源伯根由美源健康(Amerisource Health)和伯根布鲁斯威格(Bergen Brunswig)公司于2001年8月合并而成，是目前美国最大的药品批发商。服务对象包括药品制造商和药品供应渠道中的医疗保健产品与服务提供商。AmerisourceBergen公司提供药品分销与相关服务。其分销的品种广泛，包括商标名药和仿制药、非处方医疗保健产品、家用保健用品和设备。客户包括医院和保健部门、连锁和单体药店、药品邮寄服务机构、医生、诊所、护理和辅助生活中心等。,美国CHESTERBROOK莫里斯大道1300号， 100室,2001-03-27,1995-04-04,制药,
美股,ABCB.NASDAQ,ABC银行,ABC银行,,,,Ameris Bancorp,http://www.amerisbank.com,Ameris Bancorp控股公司为零售及商业客户提供一系列的银行服务。它提供各种存款账户和服务，包括商业及零售支票账户，计息定期储蓄账户，货币市场账户，个人退休账户，存单，撤出存款和流通秩序。该公司还提供贷款组合包括农业贷款，商业经营贷款，商业和住宅房地产建设及按揭贷款，循环信用额度，信用证，以及消费贷款，如汽车贷款，住房装修贷款，房屋净值贷款，学生和签名贷款，以及小型的个人信用额度。该公司经营在在乔治亚州，阿拉巴马州，佛罗里达州和南卡罗来纳州设立了66家银行办事处，7房贷生产办公室。该公司始建于1971年，总部设设在佐治亚州莫尔特里。,佐治亚州莫尔特里东南第一大道310,1980-12-18,1994-05-18,银行,
美股,ABCD.NASDAQ,新生Cambium Learning Group,新生Cambium Learning Group,,,,"Cambium Learning Group, Inc.",http://www.cambiumlearning.com,,,,,媒体,
美股,ABCO.NASDAQ,咨询委员会,咨询委员会公司,,,,The Advisory Board Co.,http://www.advisory.com,"咨询委员会公司在美国和全世界为医疗保健和教育等行业提供最佳实践的研究和分析，商业智能和软件工具，管理和咨询服务。该公司专注于最佳实践的研究计划，包括研究，行政教育，专有数据库和在线服务，执行简报，以及其他服务的访问。该公司负责最佳实践研究会籍，并主要集中在确定最佳管理实践证明，但无效的做法和分析新兴的医疗保健和教育等行业内的趋势。该公司的软件工具允许成员增加收入，降低成本，提高质量的配对操作数据从研究与实践的见解，并提供战略和运营管理和咨询服务成员机构的支持，以达到临床重点质量和财务绩效目标。该公司同时协助成员机构去采取和实施的最佳实践。该公司为约4,100机构提供服务，包括医院，卫生系统，制药和生物技术公司，医疗保险公司，医疗器械公司，学院，大学，和其他卫生保健的重点和教育机构。咨询板公司始建于1979年，总部设在哥伦比亚特区的华盛顿 。",美国华盛顿哥伦比亚特区西北主大道2445,,,,
美股,ABEV.NYSE,安贝夫,安贝夫集团,,,,Ambev SA,http://www.ambev.com.br,"Ambev SA engages in the production, distribution, and sale of beverages. Its products include beer, carbonated soft drinks, and other non-alcoholic and non-carbonated products. It operates through the following geographical segments: Brazil; Central America and Caribbean; Latin America South; and Canada. The Brazil segment operates two business sub units involving beers and non-alcoholic beverages. The Central America and Caribbean segment includes direct operations in the Dominican Republic, Saint Vincent, Antigua, Dominica, Cuba, Guatemala, Barbados and Panama. The Latin America South segment comprises of operations in Argentina, Bolivia, Chile, Paraguay and Uruguay. The Canada segment represents the Labatt鈥檚 operations. The company was founded on July 8, 2005 and is headquartered in S茫o Paulo, Brazil.","Rua Dr. Renato Paes de Barros, 1017 3rd floor S??o Paulo",2005-07-08,2013-11-11,软饮料,
美股,ABG.NYSE,阿斯伯里汽车集团,阿斯伯里汽车集团,,,阿斯伯里汽车集团公司,"Asbury Automotive Group, Inc.",http://www.asburyauto.com,阿斯伯里汽车集团是一家美国经营汽车零售商。它提供了一系列的汽车产品和服务，包括新车和二手车，汽车维修，更换零件，和碰撞维修服务的，以及融资，保险，合同和服务合同。本公司销售范围还包括为零售客户和商业客户的新车和二手车的个人零售客户及其他交易商在拍卖会上提供拍卖服务。截至2012年12月31日，公司经营98条专营权，包括在18个大城市的市场，在10个州的77家经销网点。该公司始建于1995年，总部设在佐治亚州德卢斯。,佐治亚州德卢斯第一公园大道2905,2002-12-31,2002-03-14,零售,
美股,ABIO.NASDAQ,方舟生物医药,方舟生物医药,,,方舟生物医药公司,"ARCA biopharma, Inc.",http://www.arcabiopharma.com,"ARCA biopharma, Inc. is a biopharmaceutical company, which develops genetically targeted therapies for heart failure and other cardiovascular diseases. The company engages in cardiovascular pathophysiology, molecular genetics and clinical development. Its product candidate, Gencaro is a pharmacologic beta-blocker and mild vasodilator, which is developed for the treatment of chronic heart failure and other indications. The company was founded by Michael R. Bristow and Christopher David Ozeroff in 1992 and is headquartered in Westminster, CO.",11080 CirclePoint Road Suite 140 Westminster,1992-12-31,1997-08-08,生物技术,
美股,ABM.NYSE,反导工业,反导工业公司,,,ABM工业公司,"ABM Industries, Inc.",http://www.abm.com,ABM工业公司为美国和国际上的综合设施解决方案服务。它提供包括清洁地板和整理，洗窗，家具抛光，地毯清洗，除尘，和其他建筑物清洁在内的服务。它同时为商业办公和工业建筑，零售商店，商场，仓库，机场码头，卫生设施，教育机构，体育场馆和舞台及政府建筑物提供服务。该公司还提供移动电话和现场服务，包括机械工程技术服务和解决方案基础设施系统，回溯调试，维修，机械改造和升级，电动汽车充电站，电力服务，系统的初创企业，性能测试等方面的服务。该公司还能为政府设施，军事设施，商业基础设施，机场/交通中心，医疗保健中心和医院，数据中心，生产设施，教育校园，企业的办公大厦，度假村，商场，博物馆，以及住宅提供以上服务。此外，它提供政府支持计划，如领导力发展，教育和培训，语言支持，医疗支持，和施工管理服务，以及食品和设施解决方案服务，医院，医疗保健系统，长期护理设施，及退休社区。此外，该公司还为办公楼的停车场和车库，酒店，医疗中心，零售中心，体育和娱乐场馆，教育机构，直辖市，计划和机场经营和提供运输服务。此外，它提供了安全服务的各种设施，包括安全人员，流动巡逻服务，调查服务，电子监控，消防，生命安全系统，门禁控制装置，安全咨询服务的人员等方面。该公司成立于1909年，总部设在纽约。,美国纽约州第五大道551,1909-12-31,1971-08-11,环境与设施服务,
美股,ABMD.NASDAQ,阿比奥梅德,阿比奥梅德,,,阿比奥梅德公司,"ABIOMED, Inc.",http://www.abiomed.com,ABIOMED公司为急性心脏衰竭的病人提供循环支持和心脏恢复的持续照顾的医疗器械。它的产品包括Impella的2.5导管，经皮微型心脏泵集成了电机和传感器用于介入心脏病学Impella的CP，微型心脏泵; Impella的5.0导管和Impella的LD与集成马达的微型心脏泵传感器和心脏手术套件。该公司还生产和销售Impella的RP，经皮导管为基础的轴流泵和AB5000循环支持系统和支持系统BVS5000双心室急性心脏衰竭的病人极大的冲击，包括从后心源性休克患者的临时支护一个心脏病，心切开后心源性休克，或心肌炎。此外，它提供同步的微创植入式心脏辅助装置治疗慢性中度心脏衰竭的病人，改善病人的血流动力学和AbioCor靠植入更换心脏。本公司在美国，加拿大，德国，法国，英国所销售的产品均有临床支援人员。 ABIOMED公司始建于1981年，总部设在马萨诸塞州丹弗斯。,美国马萨诸塞州丹弗斯樱桃山大道 22,1981-12-31,1987-07-01,医疗保健设备,
美股,ABR.NYSE,阿伯房地产信托,阿伯房地产信托,,,阿伯房地产信托公司,"Arbor Realty Trust, Inc.",http://www.arbor.com,"Arbor Realty Trust, Inc. operates as real estate investment trust, which engages in the provision of loan origination and servicing for multifamily, seniors housing, healthcare, and diverse commercial real estate assets. It operates through the Structured Business and Agency Business segments. The Structured Business segment offers structured loan origination and investment services. The Agency Business segment involves in agency loan origination and servicing. The company was founded in June 2003 and is headquartered in Uniondale, NY.",333 Earle Ovington Boulevard Suite 900 Uniondale,2003-06-27,2004-04-06,抵押房地产投资信托,
美股,ABT.NYSE,雅培,雅培公司,,,雅培公司,Abbott Laboratories,http://www.abbott.com,雅培（Abbott Laboratories）公司于1888年在美国芝加哥由雅培医生创办，公司历经百年发展，如今的雅培公司已发展成今天一个医药及营养产品多元化的世界 500强企业。自1927年首次研制并推出市场的“心美力”婴儿奶粉来，历经半个多世纪的发展，其婴幼儿营养产品不断趋向完善和先进，1998年推出的“ 喜康宝”婴儿奶粉率先添加72毫克/升TPAN核甘酸，开创了婴幼儿营养的新时代。现在雅培公司的所有营养品：孕妇奶粉喜康素，初生婴儿奶粉喜康宝，1到 3岁奶粉喜康力等已经进入梅州市场，并在各大超市有售。雅培的医疗保健产品及服务主要包括医药、营养产品、医院用品及诊断用品。该公司共有五万位雇员，分布全球四十四个国家，分别从事生产、分销及联营业务。雅培产品在为世界一百三十个国家的患者服务。,100 Abbott Park Road  Abbott Park,1900-12-31,1929-01-01,医疗保健设备,
美股,ABX.NYSE,巴里克黄金,巴里克黄金,,,,Barrick Gold Corp.,http://www.barrick.com,巴里克黄金公司由彼得·蒙克(Peter Munk)创建于于1983年，其总部在加拿大多伦多，是全球最大的黄金生产商之一，旗下四个地区27座矿场06年黄金产量为864万盎司。主要在全世界从事黄金的勘探，开发，生产和销售。它是一家跨国的以黄金勘查和开发为主的矿业公司，总部设在多伦多市，下属公司遍布于四大洲多个国家，如加拿大、美国、秘鲁、智利、阿根挺、坦桑尼亚、澳大利亚等国。该公司拥有行业内仅有的A级资产负债表，2002年产金177.29吨，产量列世界第三位，其北美黄金产量占公司总量的61%，其全球金保有储量达2700多吨，其黄金地、采、选、冶技术处于世界领先地位，公司股票已在多伦多、纽约、伦敦、巴黎和瑞士交易所上市交易。主营业务包括以下三项：白金，参与铂和镍的发展项目；生产铜和银；从事勘探，开发，生产，销售黄金。,,,,,
美股,ACAD.NASDAQ,阿卡迪亚,阿卡迪亚,,,阿卡迪亚制药公司,"ACADIA Pharmaceuticals, Inc.",http://www.acadia-pharm.com,"ACADIA Pharmaceuticals, Inc. operates as a biopharmaceutical company focused on the development and commercialization of medicines to address unmet medical needs in central nervous system, or CNS, disorders. The firms product include Nuplazid, which is used for the treatment of hallucinations and delusions associated with Parkinson's disease psychosis. The company was founded by Mark R. Brann on July 16, 1993 and is headquartered in San Diego, CA.",3611 Valley Centre Drive Suite 300 San Diego,1993-12-31,2004-05-27,生物技术和制药,
美股,ACAT.NASDAQ,北极猫,北极猫公司,,,,"Arctic Cat, Inc.",http://www.arcticcat.com,北极猫公司负责设计和生产雪地车和全地形车（沙滩车）。它还提供了相关零部件，服装和配件。该公司提供的配件包括保险杠，出租车，行李架，灯光，雪犁，靠背，挡风玻璃，车轮，轨道系统，绞车包;震荡，附件，和浮动雪崩安全气囊;保养用品，如石油和燃料添加剂。此外，该公司还提供为成人和儿童雪地摩托服装，以及绝缘外衣下的漂移赛车用品。其服装产品组合包括夹克，大衣，裤子，帽子，手套，头盔，靴子，运动衫，T恤，休闲服，西装，手套，齿轮袋，休闲运动项目。公司通过在美国，加拿大和欧洲的独立经销商销售其产品，并通过在欧洲，南美，中东，亚洲和其他国际市场的分销商的销售商品。北极猫公司始建于1982年，总部设在明尼苏达州普利茅斯。,明尼苏达州普利茅斯北大道505,,,休闲,
美股,ACB.NYSE,极光大麻,极光大麻,,,,"Aurora Cannabis, Inc.",http://www.auroramj.com,"Aurora Cannabis, Inc. engages in the production, distribution and sale of cannabis products. It also produces and sells indoor cultivation systems and hemp related food products. The company was founded by Terry Booth and Steve Dobler on December 21, 2006 and is headquartered in Edmonton, Canada.",10355 Jasper Avenue Suite 500 Edmonton,2006-12-21,2018-10-23,制药,
美股,ACC.NYSE,美国校园社区,美国校园社区公司,,,美国校园社区公司,"American Campus Communities, Inc.",http://www.americancampus.com,美国校园社区公司是一个独立的股本房地产投资信托基金。该公司主要从事美国房地产市场投资。它主要从事开发，拥有和管理学生高品质的居住社区。该公司分散其整个收购，设计，融资，开发，施工管理，租赁和学生公寓物业管理的功能。美国校园社区公司成立于1993年，总部设在德克萨斯州奥斯汀市。,德克萨斯州奥斯汀市山县大道12700,2004-03-09,2004-08-12,房地产信托投资基金,
美股,ACET.NASDAQ,艾切托,艾切托,,,,Aceto Corp.,http://www.aceto.com,从事成品剂型仿制药，保健产品，农业保护产品和特种化学品的采购，营销，销售等方面的事宜。该公司主营三个业务：人类健康，医药原料和高性能化学品。人体健康分部供应膳食补充剂，营养和包装，包括维生素，氨基酸，铁化合物，和生物药品和营养制剂中使用的化学品原材料。该公司通过批发商、连锁药店;经销商;大众市场采购员来分销商品。原料药分部还为各种仿制药企业提供活性药物成分及医药中间体的产品。高性能化学品板块提供特种化学品，如抗氧化剂，光引发剂，催化剂，固化剂，增白剂，附着力促进剂，使塑料，表面涂料，纺织，燃料和润滑剂; 其原材料也可用于电子部件粘合剂。该分部还提供了农业保护的产品包括除草剂，杀菌剂，杀虫剂，控制杂草的生长，昆虫和微生物的传播;土豆发芽抑制剂。醋酸公司还为一系列公司，包括小型贸易和财富500强企业提供工业化学品，农业产品等。该公司成立于1947年，总部设在华盛顿纽约港。,美国纽约华盛顿港第三港口大道4,,,化学制品,
美股,ACGL.NASDAQ,拱首都创业,拱首都创业集团有限公司,,,艾奇资本集团有限责任公司,Arch Capital Group Ltd.,http://www.archcapgroup.com/,拱首都创业集团有限公司和其附属公司提供保险和再保险解决方案。它的工作分为两个部分，保险和再保险。保险板块提供小学和多余的意外伤害保险，覆盖面包括铁路和中间市场的能源业务，以及在建筑行业中和大客户;此外，该公司还提供医疗专业人士和一般责任保险;抵押品保护，取消债务，和服务合同报销产品;敏感亏损主要保险业务方案;专业责任，一般责任保险，商业汽车，内陆海洋，项目经理和财产保险，地产，责任保险;能源，海洋，航空，担保，以及旅游和意外保险产品。它还提供了其他保险产品，如多余的工人赔偿合格的自保险的团体协会和信托;专属保险计划，以及意外事故，残疾，雇主团体，医疗计划成员，学生和其他参与者群体的医疗保障计划的保险责任保险。公司此细通过一组独立的零售和批发持牌经纪人销售其产品。再保险板块包括第三者责任和工人风险;个人财产风险的分出公司和条约基础上的灾难性危险。它也将海洋和航空业务，按揭按比例和非比例再保险;生活按比例和非比例再保险;伤亡的冲突业务和其他特种线，其中包括汽车保险，担保，工人意外和健康，补偿巨灾，农业，贸易信贷，以及政治风险。这个细分市场的再保险产品通过中间商，直接分出公司。该公司成立于1995年，总部设在百慕大汉密尔顿。,百慕大汉密尔顿韦塞克斯大厦五楼,2000-09-27,1995-09-15,保险,
美股,ACH.NYSE,中国铝业,中国铝业股份有限公司,,,中国铝业股份有限公司,Aluminum Corp. of China Ltd.,http://www.chalco.com.cn,中国铝业股份有限公司（简称“中国铝业”，英文全称：Aluminum Corporation of China Limited，英文缩写：Chalco）是由中国铝业公司、广西投资（集团）有限公司和贵州省物资开发投资公司共同以发起方式设立，并于2001年9月10日在中华人民共和国（中国）注册成立的股份有限公司。2001年12月11日、12日，中国铝业股票分别在纽约证券交易所和香港联合交易所有限公司挂牌上市（股票代码：香港2600，纽约ACH），  被列入香港恒生综合指数成份股和富时指数成份股及美国股市中国指数成份股。中国铝业是中国最大的氧化铝生产商，是全球第二大氧化铝生产商，同时也是中国最大的原铝生产商。 中国铝业公司是中国铝业的控股股东，美国铝业国际（亚洲）有限公司（美国铝业）是中国铝业的战略投资股东，中国信达资产管理公司、中国东方资产管理公司、国家开发银行和中国建设银行股份有限公司是中国铝业的内资股股东。 中国铝业注册资本110.49亿元，下设10个分公司和1个研究院，并拥有12个主要子公司（控股公司）。企业信用等级被标准普尔评为BBB＋级。已通过ISO9000、ISO14000、OHSAS18001贯标认证。,中华人民共和国北京市海淀区西直门北大街62号,2001-09-10,2001-12-11,采矿,
美股,ACHC.NASDAQ,阿卡迪亚医疗保健,阿卡迪亚医疗保健公司,,,阿卡迪亚医疗公司,"Acadia Healthcare Co., Inc.",http://www.acadiahealthcare.com,"阿卡迪亚医疗保健公司开发和经营精神科住院设施，住宅治疗中心，儿童之家，在美国治疗物质滥用机构。急性精神科住院设施为患有严重的精神疾病的患者提供评估和诊断、住院戒毒中心提供密集，医学为导向的干预，为患者提供中度到高层次的个体治疗。本公司还为被严重情绪困扰的青少年提供治疗服务，治疗组院治疗寄养计划和管理。此外，它提供以社区为基础的服务，包括儿童和青少年患有严重的先天性，神经生物学，语音/马达，早期发病的精神疾病治疗服务。此外，该公司提供管理，行政，和热线电话服务，住院合同管理服务，以及住院和门诊行为的医疗保健服务，为被虐待和忽视的儿童和青少年提供长期支持服务。截至2013年5月1日，该公司经营的医疗保健设施46家，在美国拥有约3,700名持牌床位。阿卡迪亚医疗保健公司成立于2005年，总部设在田纳西州富兰克林。",美国田纳西州富兰克林科瑞森特中心大道830,2005-10-24,2011-11-01,健康护理服务,
美股,ACHN.NASDAQ,艾琪尔顿制药,艾琪尔顿制药公司,,,,"Achillion Pharmaceuticals, Inc.",http://www.achillion.com,艾琪尔顿制药公司是一家生物制药公司；该公司专注于在美国和国际上发现，开发和商业化抗感染的药物治疗。它专注于开发用于治疗慢性丙型肝炎病毒（HCV）感染的抗病毒药物。公司的候选药物（用于治疗慢性丙型肝炎病毒感染）包括Sovaprevir（一个NS3蛋白酶抑制剂），已经完成了IIa期临床试验; ACH-3102，IIa期临床试验是在一个NS5A抑制剂和ACH-2684， NS3蛋白酶抑制剂，已完成Ia期和1b临床试验。其管道的抗菌产品候选人包括ACH-702用于治疗皮肤科和眼科感染和ACH-2881用于治疗严重的耐药细菌感染，以及耐甲氧西林金黄色葡萄球菌。该公司成立于1998年，总部设在康涅狄格州的纽黑文。,康涅狄格州的纽黑文乔治大道 300,,,生物技术和制药,
美股,ACI.NYSE,阿齐煤炭,阿齐煤炭,,,,"Albertsons Cos., Inc.",http://www.albertsonscompanies.com,"Albertsons Cos., Inc. engages in the operation of food and drug retail stores. It offers grocery products, general merchandise, health and beauty care products, pharmacy, fuel, and other items and services. The company was founded by Joe Albertson on July 21, 1939 and is headquartered in Boise, ID.",250 Parkcenter Boulevard  Boise,2015-06-23,2020-06-26,食品分销商,
